user_id,score,score_with_nulls,age,age_with_nulls,is_active,is_active_with_nulls,country,country_with_nulls
54,89.48,11.93,69,82,False,False,US,FR
55,59.79,92.43,64,59,True,False,UK,JP
56,92.19,71.08,33,67,True,False,UK,JP
57,8.85,82.23,59,48,False,False,UK,DE
58,19.6,42.09,66,54,True,False,US,US
59,4.52,57.0,39,78,True,False,UK,DE
60,32.53,61.33,53,46,False,True,DE,UK
61,38.87,51.88,79,,False,True,US,DE
62,27.13,9.66,70,66,False,True,US,JP
63,82.87,23.2,45,76,False,False,JP,JP
64,35.68,13.95,39,28,False,True,US,US
65,28.09,82.81,38,44,True,False,UK,JP
66,54.27,37.26,75,22,True,True,US,DE
67,14.09,28.8,44,74,True,True,UK,DE
68,80.22,21.83,55,18,False,True,US,JP
69,7.46,70.22,58,71,False,False,US,US
70,98.69,,41,27,True,False,DE,FR
71,77.22,59.21,19,36,True,True,FR,JP
72,19.87,75.63,57,50,True,,US,US
73,0.55,96.98,72,78,False,True,FR,FR
74,81.55,74.12,56,27,False,False,UK,US
75,70.69,97.11,37,59,True,True,UK,JP
76,72.9,69.77,85,47,True,True,DE,US
77,77.13,67.72,70,67,False,True,UK,DE
78,7.4,14.42,84,75,True,True,US,FR
79,35.85,9.3,57,40,False,True,DE,JP
80,11.59,2.39,45,70,True,False,US,JP
81,86.31,69.37,26,,True,True,FR,UK
82,62.33,64.91,53,18,True,True,FR,DE
83,33.09,63.13,34,75,True,False,UK,US
84,6.36,62.51,61,61,False,False,JP,FR
85,31.1,68.84,45,78,False,True,UK,JP
86,32.52,83.55,63,58,False,True,UK,US
87,72.96,72.61,35,39,False,True,DE,JP
88,63.76,59.93,80,63,False,True,FR,UK
89,88.72,21.79,61,32,True,True,JP,FR
90,47.22,76.73,55,35,False,True,DE,US
91,11.96,,54,86,True,False,UK,US
92,71.32,68.03,25,32,False,False,JP,FR
93,76.08,13.47,89,42,True,False,JP,DE
94,56.13,51.0,60,51,False,True,FR,US
95,77.1,63.29,79,22,True,False,FR,JP
96,49.38,81.52,67,71,True,False,US,DE
97,52.27,70.25,89,65,True,False,JP,US
98,42.75,80.64,34,69,True,True,FR,DE
99,2.54,85.52,79,77,True,False,JP,UK
100,10.79,,24,38,False,False,US,FR
101,3.14,88.1,33,52,True,False,US,US
102,63.64,26.35,40,58,False,True,US,US
103,31.44,80.79,88,36,False,False,UK,US
104,50.86,1.69,75,85,True,False,JP,FR
105,90.76,93.6,79,34,False,True,JP,UK
106,24.93,18.62,30,83,True,True,UK,US
107,41.04,88.35,23,46,False,True,JP,DE
108,75.56,80.43,58,61,False,False,DE,UK
109,22.88,38.95,41,31,True,True,US,UK
110,7.7,96.34,84,35,True,True,FR,DE
111,28.98,,66,87,True,False,FR,JP
112,16.12,29.1,34,84,False,True,FR,JP
113,92.97,25.32,72,67,True,True,FR,DE
114,80.81,0.82,62,39,True,False,US,FR
115,63.34,16.46,28,86,False,True,FR,FR
116,87.15,79.4,26,49,False,False,UK,DE
117,80.37,83.18,48,44,False,True,JP,DE
118,18.66,74.5,60,51,False,True,UK,DE
119,89.26,54.75,78,24,False,True,US,US
120,53.93,63.23,33,40,True,True,JP,
121,80.74,58.16,27,78,False,True,US,FR
122,89.61,25.23,26,64,True,True,US,US
123,31.8,38.46,81,86,True,True,JP,JP
124,11.01,81.84,31,29,False,True,UK,FR
125,22.79,9.38,72,32,False,False,DE,JP
126,42.71,3.87,63,26,True,False,UK,US
127,81.8,68.81,32,67,False,False,UK,DE
128,86.07,83.84,46,56,False,True,UK,DE
129,0.7,61.73,58,,True,True,US,FR
130,51.07,76.23,56,43,False,True,US,US
131,41.74,97.73,83,88,True,True,DE,FR
132,22.21,63.09,42,73,True,True,DE,US
133,11.99,44.41,22,54,True,True,FR,UK
134,33.76,99.32,62,84,True,,FR,US
135,94.29,62.86,39,20,False,False,JP,JP
136,32.32,17.75,81,28,True,False,UK,JP
137,51.88,68.51,56,53,False,False,UK,FR
138,70.3,74.31,59,77,False,False,US,US
139,36.36,1.13,18,44,True,True,FR,UK
140,97.18,43.3,53,35,True,False,JP,DE
141,96.24,94.63,57,55,False,False,UK,US
142,25.18,81.62,31,49,True,False,FR,JP
143,49.72,20.47,52,68,True,True,FR,JP
144,30.09,30.46,70,25,True,True,US,FR
145,28.48,66.02,66,30,False,True,JP,JP
146,3.69,91.27,19,52,True,True,FR,UK
147,60.96,87.82,60,39,False,True,JP,JP
148,50.27,24.28,38,48,False,False,FR,US
149,5.15,68.15,62,84,False,False,FR,FR
150,27.86,56.42,29,35,True,False,US,DE
151,90.83,37.58,87,,False,False,FR,
152,23.96,30.1,85,28,False,False,UK,JP
153,14.49,49.83,55,74,True,True,US,FR
154,48.95,56.85,55,62,True,,JP,JP
155,98.57,89.95,33,55,True,False,US,FR
156,24.21,74.91,35,58,True,True,US,UK
157,67.21,6.02,79,89,False,True,DE,JP
158,76.16,17.69,54,67,True,True,US,FR
159,23.76,23.77,50,40,False,True,FR,DE
160,72.82,20.6,73,39,False,False,UK,JP
161,36.78,29.61,63,26,False,False,JP,US
162,63.23,40.64,27,88,False,False,UK,JP
163,63.35,1.69,53,32,True,False,US,UK
164,53.58,6.82,39,59,True,True,FR,JP
165,9.03,66.23,34,64,True,True,UK,FR
166,83.53,60.07,28,71,False,False,DE,DE
167,32.08,87.63,32,67,True,False,UK,US
168,18.65,,32,56,False,False,US,FR
169,4.08,73.17,20,50,True,False,UK,
170,59.09,39.47,81,38,True,True,UK,US
171,67.76,74.39,73,71,True,True,JP,UK
172,1.66,57.87,79,70,False,True,UK,JP
173,51.21,94.31,62,22,False,True,FR,FR
174,22.65,90.45,88,76,False,False,DE,DE
175,64.52,84.02,52,43,True,True,US,
176,17.44,65.04,32,43,False,True,UK,DE
177,69.09,17.1,77,78,False,True,DE,DE
178,38.67,76.97,85,19,False,True,FR,UK
179,93.67,87.88,28,26,True,True,JP,DE
180,13.75,75.09,43,69,True,True,FR,JP
181,34.11,58.56,70,67,False,True,US,US
182,11.35,74.44,69,43,False,False,JP,FR
183,92.47,36.62,46,24,True,True,UK,US
184,87.73,14.02,78,82,True,True,UK,JP
185,25.79,33.8,67,45,False,False,UK,JP
186,66.0,86.04,76,21,False,False,JP,UK
187,81.72,89.6,75,26,False,True,JP,US
188,55.52,20.06,53,32,False,False,JP,FR
189,52.97,8.75,72,36,True,False,US,US
190,24.19,9.8,22,88,True,True,US,FR
191,9.31,54.57,51,66,False,True,UK,FR
192,89.72,26.7,86,72,True,False,FR,US
193,90.04,42.77,53,66,True,False,UK,DE
194,63.31,54.55,45,32,True,False,JP,US
195,33.9,5.71,73,49,True,True,FR,UK
196,34.92,78.93,89,81,True,False,DE,US
197,72.6,17.94,44,74,True,False,DE,
198,89.71,45.14,34,46,True,False,JP,US
199,88.71,87.13,40,42,False,False,JP,UK
200,77.99,82.22,68,89,False,True,US,UK
201,64.2,88.86,41,57,False,False,US,DE
202,8.41,71.16,63,51,False,True,FR,JP
203,16.16,23.53,66,18,False,True,UK,DE
204,89.86,39.68,68,44,True,False,UK,FR
205,60.64,10.1,41,82,False,True,UK,JP
206,0.92,37.28,51,87,True,True,FR,DE
207,10.15,0.49,62,76,True,,DE,JP
208,66.35,54.25,87,51,False,True,UK,
209,0.51,5.18,45,35,False,False,DE,DE
210,16.08,11.03,85,33,True,True,FR,UK
211,54.87,58.24,78,54,True,True,DE,
212,69.19,6.59,28,78,False,True,JP,FR
213,65.2,69.04,33,29,True,False,FR,US
214,22.43,67.41,35,49,True,False,JP,JP
215,71.22,91.51,49,54,True,True,UK,UK
216,23.72,46.86,40,53,True,True,UK,JP
217,32.54,99.3,18,65,False,False,US,US
218,74.65,92.19,24,79,True,False,FR,UK
219,64.96,43.18,75,76,False,False,UK,US
220,84.92,31.55,88,42,False,False,US,FR
221,65.76,48.87,31,41,False,False,DE,UK
222,56.83,47.15,56,36,True,True,US,US
223,9.37,16.05,38,35,False,True,FR,FR
224,36.77,80.2,77,,False,False,DE,UK
225,26.52,9.65,24,38,True,True,US,DE
226,24.4,11.61,67,24,False,False,FR,DE
227,97.3,57.84,30,54,False,True,FR,JP
228,39.31,22.96,86,68,False,False,FR,FR
229,89.2,88.46,22,85,True,True,US,DE
230,63.11,99.81,35,62,True,False,US,US
231,79.48,15.49,76,24,False,True,UK,UK
232,50.26,93.88,50,65,False,True,FR,FR
233,57.69,78.82,61,64,False,False,FR,DE
234,49.25,37.87,58,39,False,True,DE,DE
235,19.52,53.32,79,,False,True,US,DE
236,72.25,39.15,58,51,False,False,US,UK
237,28.08,51.41,59,44,True,True,US,US
238,2.43,51.46,26,52,False,False,DE,UK
239,64.55,75.91,41,18,False,False,UK,JP
240,17.71,66.32,21,69,False,False,US,JP
241,94.05,7.76,89,67,True,False,UK,JP
242,95.39,29.82,64,46,True,,US,US
243,91.49,8.38,44,21,False,True,FR,FR
244,37.02,,89,38,False,False,US,UK
245,1.55,48.32,25,43,False,True,US,US
246,92.83,,54,52,True,False,FR,FR
247,42.82,17.89,75,41,True,True,FR,JP
248,96.67,36.86,54,57,False,False,JP,UK
249,96.36,69.02,76,60,False,False,US,JP
250,85.3,12.24,83,72,True,False,DE,FR
251,29.44,52.48,73,27,False,True,FR,FR
252,38.51,69.81,87,63,False,True,UK,JP
253,85.11,,18,78,False,True,FR,JP
254,31.69,92.15,45,69,True,False,FR,FR
255,16.95,13.56,71,23,True,True,FR,DE
256,55.68,15.8,24,89,False,False,FR,UK
257,93.62,,84,23,True,True,FR,FR
258,69.6,79.93,43,73,True,True,DE,FR
259,57.01,9.61,66,44,False,True,DE,JP
260,9.72,50.57,60,47,True,False,FR,DE
261,61.5,88.77,83,18,True,True,DE,FR
262,99.01,56.89,26,78,False,True,FR,DE
263,14.01,36.29,33,36,False,True,JP,DE
264,51.83,45.35,63,48,True,True,DE,DE
265,87.74,2.61,76,32,True,True,FR,JP
266,74.08,50.12,89,76,False,True,DE,DE
267,69.7,90.06,32,71,True,True,US,DE
268,70.25,87.44,67,,True,False,US,DE
269,35.95,6.97,71,27,True,False,US,US
270,29.36,49.06,38,50,False,True,JP,UK
271,80.94,9.95,35,77,False,False,US,DE
272,81.01,58.74,87,74,False,True,DE,
273,86.71,45.62,23,41,True,True,JP,UK
274,91.32,67.47,31,61,False,True,JP,JP
275,51.13,50.61,39,23,True,False,JP,UK
276,50.15,43.88,35,50,False,False,FR,US
277,79.83,35.53,48,85,True,False,JP,US
278,65.0,6.57,34,21,True,False,FR,DE
279,70.2,68.92,23,65,True,False,US,JP
280,79.58,17.49,24,83,False,True,JP,FR
281,89.0,81.76,57,89,True,True,FR,US
282,33.8,32.31,25,49,False,True,JP,DE
283,37.56,68.31,26,64,True,False,JP,FR
284,9.4,98.05,42,56,False,True,DE,FR
285,57.83,45.05,32,,True,True,JP,UK
286,3.59,,19,56,False,False,FR,DE
287,46.56,79.2,83,60,False,False,DE,UK
288,54.26,,75,61,True,True,DE,FR
289,28.65,53.81,61,25,True,True,UK,FR
290,59.08,32.43,57,52,False,True,FR,FR
291,3.05,44.7,46,42,False,False,JP,
292,3.73,30.03,69,55,True,True,US,FR
293,82.26,54.13,69,36,False,False,JP,UK
294,36.02,90.24,57,55,False,False,JP,US
295,12.71,5.09,36,83,False,True,DE,DE
296,52.22,21.48,54,19,True,True,FR,DE
297,77.0,89.32,52,84,False,True,UK,FR
298,21.58,7.27,81,30,True,True,UK,FR
299,62.29,36.86,63,64,False,,UK,US
300,8.53,25.15,31,69,True,,UK,US
301,5.17,17.48,56,89,True,True,UK,UK
302,53.14,27.25,55,24,False,False,DE,DE
303,54.06,58.15,64,18,True,False,JP,US
304,63.74,96.81,27,81,False,True,JP,UK
305,72.61,41.43,33,60,False,False,JP,US
306,97.59,44.64,89,58,False,True,JP,UK
307,51.63,39.93,42,88,False,True,US,US
308,32.3,95.54,41,65,True,False,DE,FR
309,79.52,13.11,48,68,False,False,JP,
310,27.08,30.54,38,47,True,True,DE,UK
311,43.9,3.01,84,47,False,False,JP,DE
312,7.85,34.41,52,39,True,True,FR,US
313,2.54,27.76,75,18,True,False,FR,JP
314,96.26,24.29,43,63,True,True,DE,FR
315,83.6,22.28,22,34,False,False,DE,
316,69.6,33.34,34,49,False,False,UK,JP
317,40.9,25.21,75,61,False,True,JP,DE
318,17.33,6.23,85,,False,True,FR,
319,15.64,26.37,82,42,False,True,FR,DE
320,25.02,97.72,40,44,False,True,US,DE
321,54.92,94.47,76,28,True,False,DE,UK
322,71.46,71.45,31,76,False,False,JP,DE
323,66.02,19.17,85,42,True,True,UK,UK
324,27.99,57.52,36,45,True,False,UK,US
325,95.49,84.02,41,25,True,False,DE,UK
326,73.79,11.07,42,23,True,False,JP,JP
327,55.44,53.07,85,28,False,True,UK,US
328,61.17,30.69,83,50,False,False,US,DE
329,41.96,40.08,68,87,True,True,UK,
330,24.77,54.22,72,57,True,True,JP,FR
331,35.6,,57,71,False,True,US,US
332,75.78,91.9,85,47,True,False,JP,DE
333,1.44,53.32,42,31,False,True,FR,UK
334,11.61,68.08,29,80,True,False,DE,US
335,4.6,55.69,63,25,False,True,US,UK
336,4.07,40.43,34,56,True,False,JP,US
337,85.55,20.6,22,,False,True,US,US
338,70.37,8.11,75,30,True,True,UK,US
339,47.42,67.74,48,,False,True,JP,DE
340,9.78,10.15,70,38,False,True,JP,DE
341,49.16,8.34,27,87,True,False,US,JP
342,47.35,91.55,21,83,False,True,JP,JP
343,17.32,97.03,21,82,True,True,FR,US
344,43.39,60.13,28,67,False,True,UK,JP
345,39.85,3.19,74,78,True,False,JP,UK
346,61.59,76.27,47,68,False,,US,
347,63.51,,56,34,True,False,UK,FR
348,4.53,77.52,81,24,False,True,US,UK
349,37.46,41.37,50,85,True,False,DE,DE
350,62.59,74.49,24,78,False,True,UK,FR
351,50.31,79.53,43,61,True,False,US,JP
352,85.65,54.65,41,59,False,False,UK,US
353,65.87,96.88,82,36,False,True,JP,UK
354,16.29,30.71,25,56,True,True,UK,US
355,7.06,94.61,79,23,True,True,DE,
356,64.24,4.42,32,37,False,True,FR,US
357,2.65,80.53,82,50,False,,FR,DE
358,58.58,56.03,38,47,True,False,UK,DE
359,94.02,34.35,36,54,True,False,DE,JP
360,57.55,7.61,25,58,False,False,DE,US
361,38.82,68.99,71,84,False,True,US,UK
362,64.33,67.56,38,80,True,False,JP,FR
363,45.83,72.58,62,65,False,,US,JP
364,54.56,74.26,56,56,True,False,DE,US
365,94.15,11.88,62,45,False,True,DE,JP
366,38.61,85.88,77,80,False,True,US,UK
367,96.12,14.7,35,55,False,True,US,US
368,90.54,56.59,19,47,False,False,UK,FR
369,19.58,79.69,46,55,True,True,FR,US
370,6.94,99.99,89,,True,True,US,UK
371,10.08,19.32,59,58,False,True,FR,JP
372,1.82,28.98,22,18,True,False,UK,US
373,9.44,29.6,41,18,False,True,FR,UK
374,68.3,71.11,27,22,False,False,JP,US
375,7.12,50.97,40,46,False,False,DE,US
376,31.9,39.57,49,75,True,False,FR,US
377,84.49,94.66,29,85,False,True,UK,UK
378,2.33,57.49,65,80,True,False,DE,DE
379,81.45,83.57,41,57,False,True,FR,JP
380,28.19,96.51,46,58,False,False,US,US
381,11.82,50.45,25,73,False,False,FR,US
382,69.67,90.24,47,79,False,True,DE,DE
383,62.89,,61,59,False,False,UK,US
384,87.75,99.73,53,61,False,False,JP,US
385,73.51,,36,23,False,True,FR,JP
386,80.35,2.16,74,20,False,False,UK,UK
387,28.2,10.92,21,31,True,True,US,US
388,17.74,75.07,54,25,False,False,UK,UK
389,75.06,81.33,45,57,True,,JP,JP
390,80.68,36.02,84,70,False,False,DE,UK
391,99.05,11.54,85,24,True,True,UK,US
392,41.26,70.91,79,71,True,True,JP,DE
393,37.2,63.49,35,62,True,False,US,JP
394,77.64,5.51,39,71,False,False,UK,DE
395,34.08,54.73,49,20,True,True,US,UK
396,93.08,24.76,30,67,False,,DE,DE
397,85.84,11.59,45,33,False,False,UK,DE
398,42.9,18.15,72,77,True,False,JP,FR
399,75.09,20.98,48,52,True,True,US,UK
400,75.45,16.02,39,24,True,False,US,JP
401,10.31,18.21,23,39,True,False,JP,JP
402,90.26,53.83,51,69,False,False,JP,US
403,50.53,4.5,31,,False,False,FR,DE
404,82.65,29.8,77,47,True,False,UK,
405,32.0,10.88,48,73,False,False,UK,UK
406,89.55,62.17,77,26,True,False,UK,FR
407,38.92,94.8,57,56,False,,DE,UK
408,1.08,4.44,73,62,False,True,UK,US
409,90.54,89.57,82,71,False,False,DE,US
410,9.13,76.51,70,74,True,True,JP,US
411,31.93,54.45,50,37,False,True,DE,UK
412,95.01,94.93,61,24,False,False,JP,FR
413,95.06,22.07,62,48,False,False,FR,UK
414,57.34,4.41,88,43,True,True,DE,JP
415,63.18,78.37,49,49,True,True,US,DE
416,44.84,12.31,51,38,False,True,UK,JP
417,29.32,83.28,55,65,False,True,US,FR
418,32.87,91.79,86,57,True,False,US,DE
419,67.25,24.86,41,56,False,False,FR,JP
420,75.24,86.32,84,73,False,True,DE,DE
421,79.16,53.35,59,72,True,False,FR,JP
422,78.96,34.74,19,34,True,True,DE,FR
423,9.12,27.97,79,19,True,False,JP,FR
424,49.44,78.51,23,34,True,False,UK,UK
425,5.76,66.26,78,25,False,True,FR,FR
426,54.95,84.34,77,41,False,False,UK,FR
427,44.15,61.34,45,81,True,False,DE,DE
428,88.77,35.69,66,87,False,True,DE,UK
429,35.09,36.09,50,39,False,,JP,FR
430,11.71,91.22,25,29,False,True,FR,US
431,14.3,66.74,29,19,True,False,JP,US
432,76.15,84.25,48,59,True,False,UK,DE
433,61.82,76.18,52,48,True,True,DE,JP
434,10.11,20.35,70,58,True,,US,DE
435,8.41,45.45,62,23,True,True,US,DE
436,70.1,8.39,84,44,False,True,UK,FR
437,7.28,83.65,73,72,True,False,JP,JP
438,82.19,55.94,77,41,False,True,DE,
439,70.62,91.3,30,22,True,False,US,JP
440,8.13,16.82,36,38,False,False,JP,JP
441,8.48,92.34,40,67,True,True,US,JP
442,98.66,88.72,29,,True,False,DE,DE
443,37.43,16.1,33,87,False,False,UK,DE
444,37.06,76.27,49,83,True,False,DE,FR
445,81.28,47.06,70,82,False,True,JP,JP
446,94.72,26.4,27,48,True,False,JP,DE
447,98.6,92.14,83,81,True,True,US,US
448,75.34,79.57,67,83,False,True,JP,JP
449,37.63,16.4,84,22,True,False,UK,DE
450,8.35,95.11,64,68,True,False,JP,FR
451,77.71,52.8,80,63,False,True,US,DE
452,55.84,54.8,82,65,False,False,US,UK
453,42.42,66.97,49,,True,True,FR,UK
454,90.64,42.05,76,26,True,True,FR,DE
455,11.12,36.96,86,75,True,True,UK,UK
456,49.26,75.95,23,42,True,True,UK,FR
457,1.14,49.07,27,58,True,True,FR,JP
458,46.87,57.82,20,45,False,True,UK,JP
459,5.63,35.68,60,87,True,False,FR,UK
460,11.88,59.24,20,70,False,True,UK,UK
461,11.75,66.0,22,69,True,False,UK,US
462,64.92,24.93,75,34,False,,FR,JP
463,74.6,92.2,80,22,True,True,JP,UK
464,58.34,51.08,80,24,False,False,UK,US
465,96.22,37.07,37,,True,False,DE,DE
466,37.49,69.69,34,83,True,False,JP,JP
467,28.57,93.95,18,38,True,False,UK,US
468,86.86,54.48,52,75,False,True,DE,
469,22.36,33.12,31,34,False,False,FR,JP
470,96.32,66.36,26,53,False,False,UK,US
471,1.22,,58,61,True,False,FR,UK
472,96.99,18.05,64,,True,False,JP,DE
473,4.32,53.44,83,37,True,True,US,FR
474,89.11,22.16,56,55,False,False,DE,US
475,52.77,53.31,84,25,True,False,UK,US
476,99.3,77.64,32,62,False,True,JP,JP
477,7.38,80.34,70,76,True,,JP,FR
478,55.39,3.6,23,31,True,True,FR,FR
479,96.93,30.1,20,61,True,True,FR,US
480,52.31,20.46,39,32,True,False,FR,US
481,62.94,28.92,22,66,True,True,JP,FR
482,69.57,46.27,39,53,False,False,JP,DE
483,45.45,7.02,31,51,True,True,US,JP
484,62.76,49.12,42,41,True,True,UK,JP
485,58.43,73.34,43,41,False,True,DE,JP
486,90.12,49.69,62,,False,False,US,DE
487,4.54,65.09,35,58,True,True,JP,JP
488,28.1,77.7,35,23,False,True,US,
489,95.04,93.15,20,88,False,True,DE,JP
490,89.03,84.24,35,20,False,False,US,DE
491,45.57,84.93,57,52,True,False,US,DE
492,62.01,31.13,46,58,True,True,US,FR
493,27.74,35.7,41,19,True,False,JP,UK
494,18.81,28.68,82,45,False,True,DE,FR
495,46.37,85.46,76,31,True,False,UK,DE
496,35.34,38.57,76,22,True,True,FR,FR
497,58.37,0.85,45,89,False,False,FR,DE
498,7.77,9.21,66,36,False,,UK,DE
499,97.44,12.64,50,37,True,False,US,UK
500,98.62,5.84,39,32,True,False,US,FR
501,69.82,58.69,28,21,True,True,US,UK
502,53.61,7.98,24,40,False,False,FR,US
503,30.95,65.26,64,74,True,False,DE,US
504,81.38,24.98,58,35,False,False,JP,UK
505,68.47,77.66,51,59,False,True,JP,DE
506,16.26,61.69,69,69,True,False,JP,FR
507,91.09,89.99,25,40,False,True,JP,DE
508,82.25,46.41,75,85,False,True,US,DE
509,94.98,39.15,69,38,True,True,FR,JP
510,72.57,32.83,55,33,False,True,US,FR
511,61.34,18.18,77,53,False,False,DE,UK
512,41.82,33.35,37,51,False,True,US,US
513,93.27,0.84,59,71,False,False,FR,JP
514,86.61,,68,32,False,False,JP,FR
515,4.52,97.36,33,42,True,False,UK,DE
516,2.64,90.21,19,42,True,True,JP,DE
517,37.65,6.98,55,30,False,False,US,JP
518,81.06,14.19,52,,False,,UK,UK
519,98.73,82.73,28,81,False,False,JP,DE
520,15.04,49.8,35,20,True,False,DE,FR
521,59.41,5.93,21,45,False,False,FR,DE
522,38.09,32.49,26,60,True,True,FR,UK
523,96.99,36.46,37,26,True,False,UK,FR
524,84.21,64.18,45,43,False,True,US,JP
525,83.83,6.39,68,33,False,False,JP,
526,46.87,90.29,42,81,True,True,DE,FR
527,41.48,,76,48,True,False,JP,DE
528,27.34,38.02,80,48,False,True,FR,DE
529,5.64,3.81,63,81,True,True,JP,FR
530,86.47,59.57,85,89,False,True,UK,US
531,81.29,89.81,81,74,False,,FR,FR
532,99.97,87.59,78,76,False,False,JP,JP
533,99.66,45.63,57,48,True,False,UK,JP
534,55.54,21.49,45,43,False,True,FR,DE
535,76.9,20.51,62,89,False,True,JP,
536,94.48,13.78,48,,False,False,JP,UK
537,84.96,55.39,85,39,False,True,DE,US
538,24.73,,77,58,False,False,FR,UK
539,45.05,46.66,27,75,False,True,DE,UK
540,12.92,97.25,30,47,True,False,UK,
541,95.41,13.34,29,22,True,False,FR,UK
542,60.62,,44,78,True,False,JP,JP
543,22.86,77.49,66,23,False,True,JP,FR
544,67.17,39.53,40,72,False,True,FR,FR
545,61.81,56.5,31,33,True,False,US,UK
546,35.82,3.36,39,60,False,True,UK,US
547,11.36,10.23,83,85,True,True,UK,FR
548,67.16,54.47,64,81,True,False,FR,DE
549,52.03,6.44,73,48,False,False,UK,DE
550,77.23,86.66,70,29,True,True,UK,UK
551,52.02,,81,89,True,True,DE,FR
552,85.22,0.2,60,29,True,True,DE,JP
553,55.19,6.46,51,80,False,False,US,DE
554,56.09,78.38,35,71,True,False,FR,
555,87.67,69.84,80,,False,True,US,DE
556,40.35,8.62,50,74,False,False,DE,DE
557,13.4,20.72,31,76,True,True,JP,FR
558,2.88,27.02,27,,False,False,DE,UK
559,75.51,56.76,52,68,True,True,JP,UK
560,62.03,31.34,50,57,True,False,FR,UK
561,70.41,21.87,26,85,False,True,US,US
562,21.3,30.04,73,41,False,True,UK,DE
563,13.64,97.23,66,51,True,,US,US
564,1.45,,85,24,False,False,DE,UK
565,35.06,71.81,35,71,False,False,FR,UK
566,58.99,42.6,26,46,True,False,UK,JP
567,39.22,8.95,38,88,True,,US,JP
568,43.75,11.98,25,54,False,True,FR,FR
569,90.42,44.74,89,32,False,False,UK,UK
570,34.83,82.18,50,60,True,True,JP,FR
571,51.4,26.62,50,84,True,True,DE,FR
572,78.37,,55,36,False,False,DE,
573,39.65,64.96,31,70,True,True,JP,
574,62.21,93.38,75,44,True,False,UK,FR
575,86.24,46.44,82,78,True,False,DE,
576,94.95,33.42,67,81,True,False,JP,JP
577,14.71,60.23,69,59,False,False,DE,DE
578,92.66,29.68,41,67,True,True,JP,UK
579,49.21,37.84,89,77,True,True,JP,JP
580,25.82,40.22,70,58,False,True,FR,
581,45.91,42.24,40,38,True,True,JP,JP
582,98.0,13.57,58,66,False,False,FR,UK
583,49.26,10.63,57,35,False,True,US,DE
584,32.88,,27,47,False,False,UK,JP
585,63.34,7.89,35,36,True,True,DE,FR
586,24.01,45.43,51,65,False,True,US,UK
587,7.59,94.52,31,22,False,False,FR,UK
588,12.89,58.3,24,26,False,True,UK,JP
589,12.8,1.07,87,26,True,True,JP,UK
590,15.19,49.0,71,56,True,False,FR,DE
591,13.88,10.99,39,40,True,True,JP,FR
592,64.09,,46,59,False,True,US,
593,18.19,97.44,74,87,False,False,UK,FR
594,34.57,94.76,73,25,True,True,US,
595,89.68,42.38,22,31,True,False,UK,US
596,47.4,92.3,48,21,False,False,FR,JP
597,66.76,6.37,19,66,False,True,US,UK
